step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_time;step_waiting
924657240;9138;1;9162;9175;Sep 28;0.81;444.32;10. Jan;24;40693.00;0
924657241;9139;1;9162;9175;Sep 77;0.87;444.28;10. Jan;23;40694.00;0
924657242;9139;1;9162;9175;Sep 55;0.84;444.28;10. Jan;23;40695.00;0
924657243;9139;1;9162;9175;09. Nov;0.83;444.28;10. Jan;23;40696.00;0
924657243;9139;1;9162;9175;Sep 15;0.83;444.28;10. Jan;23;40697.00;0
924657244;9139;2;9163;9175;Aug 63;0.76;444.28;10. Jan;24;40698.00;0
924657246;9139;1;9163;9175;Aug 93;0.79;444.28;10. Jan;24;40699.00;0
924657247;9139;1;9163;9175;09. Jan;0.81;444.28;10. Jan;24;40700.00;0
924657248;9139;1;9163;9175;09. Feb;0.81;444.28;10. Jan;24;40701.00;0
924657248;9139;2;9164;9175;Aug 49;0.77;444.28;10. Jan;25;40702.00;0
924657250;9139;1;9164;9175;Aug 35;0.74;444.28;10. Jan;25;40703.00;0
924657250;9139;1;9164;9175;Aug 36;0.74;444.28;10. Jan;25;40704.00;0
924657251;9141;2;9164;9175;09. Nov;0.81;444.21;10. Jan;23;40705.00;0
924657252;9141;2;9164;9175;Sep 51;0.79;444.21;10. Jan;23;40706.00;0
924657253;9141;1;9164;9175;Sep 70;0.80;444.21;10. Jan;23;40707.00;0
924657254;9141;1;9164;9175;Sep 65;0.79;444.21;10. Jan;23;40708.00;0
924657255;9141;1;9164;9175;Sep 51;0.80;444.21;10. Jan;23;40709.00;0
924657255;9141;1;9164;9175;Sep 18;0.77;444.21;10. Jan;23;40710.00;0
924657256;9141;1;9164;9175;Sep 26;0.77;444.21;10. Jan;23;40711.00;0
924657257;9141;1;9164;9175;Sep 40;0.79;444.21;10. Jan;23;40712.00;0
924657258;9141;1;9164;9175;Sep 48;0.78;444.21;10. Jan;23;40713.00;0
924657259;9141;2;9164;9175;Sep 29;0.78;444.21;10. Jan;23;40714.00;0
924657260;9141;2;9164;9175;Sep 78;0.82;444.21;10. Jan;23;40715.00;0
924657260;9141;2;9164;9175;Sep 89;0.82;444.21;10. Jan;23;40716.00;0
924657261;9141;2;9164;9175;Okt 13;0.84;444.21;10. Jan;23;40717.00;0
924657262;9141;2;9164;9175;10. Feb;0.83;444.21;10. Jan;23;40718.00;0
924657263;9141;2;9164;9175;Sep 87;0.82;444.21;10. Jan;23;40719.00;0
924657264;9141;2;9164;9175;Sep 97;0.82;444.21;10. Jan;23;40720.00;0
924657265;9141;2;9164;9175;Sep 87;0.81;444.21;10. Jan;23;40721.00;0
924657266;9141;2;9164;9175;Sep 73;0.81;444.21;10. Jan;23;40722.00;0
924657267;9141;2;9164;9175;Sep 64;0.83;444.21;10. Jan;23;40723.00;0
924657268;9141;2;9164;9175;Sep 52;0.82;444.21;10. Jan;23;40724.00;0
924657269;9141;1;9164;9175;Sep 56;0.82;444.21;10. Jan;23;40725.00;0
924657269;9141;1;9164;9175;Sep 42;0.81;444.21;10. Jan;23;40726.00;0
924657270;9141;2;9164;9175;09. Mrz;0.80;444.21;10. Jan;23;40727.00;0
924657271;9141;2;9164;9175;Aug 63;0.76;444.21;10. Jan;23;40728.00;0
924657272;9141;2;9164;9175;Aug 79;0.78;444.21;10. Jan;23;40729.00;0
924657273;9142;2;9164;9175;Sep 29;0.82;444.18;10. Jan;22;40730.00;0
924657273;9142;1;9164;9175;Sep 39;0.80;444.18;10. Jan;22;40731.00;0
924657274;9142;1;9164;9175;Sep 80;0.85;444.18;10. Jan;22;40732.00;0
924657275;9142;1;9164;9175;10. Mai;0.86;444.18;10. Jan;22;40733.00;0
924657276;9142;1;9164;9175;10.00;0.83;444.18;10. Jan;22;40734.00;0
924657277;9143;1;9164;9175;Okt 31;0.84;444.16;10. Jan;21;40735.00;0
924657278;9143;1;9164;9175;Okt 70;0.89;444.16;10. Jan;21;40736.00;0
924657278;9143;1;9164;9175;Okt 76;0.91;444.16;10. Jan;21;40737.00;0
924657279;9143;1;9164;9175;Okt 33;0.86;444.16;10. Jan;21;40738.00;0
924657280;9143;1;9164;9175;Sep 93;0.83;444.16;10. Jan;21;40739.00;0
924657281;9144;1;9164;9175;10. Okt;0.85;444.15;10. Jan;20;40740.00;0
924657282;9144;1;9164;9175;Okt 13;0.85;444.15;10. Jan;20;40741.00;0
924657282;9144;2;9164;9175;Sep 99;0.83;444.15;10. Jan;20;40742.00;0
924657283;9144;2;9164;9175;Sep 72;0.80;444.15;10. Jan;20;40743.00;0
924657284;9144;3;9165;9175;Sep 37;0.77;444.15;10. Jan;21;40744.00;0
924657285;9144;2;9165;9175;Sep 17;0.76;444.15;10. Jan;21;40745.00;0
924657285;9144;2;9165;9175;Aug 83;0.72;444.15;10. Jan;21;40746.00;0
924657286;9144;2;9165;9175;Sep 14;0.75;444.15;10. Jan;21;40747.00;0
924657287;9144;2;9165;9175;Sep 37;0.77;444.15;10. Jan;21;40748.00;0
924657288;9144;2;9165;9175;Aug 91;0.75;444.15;10. Jan;21;40749.00;0
924657288;9144;2;9165;9175;Sep 31;0.82;444.15;10. Jan;21;40750.00;0
924657289;9144;2;9165;9175;Sep 30;0.78;444.15;10. Jan;21;40751.00;0
924657290;9144;2;9165;9175;Sep 69;0.83;444.15;10. Jan;21;40752.00;0
924657291;9144;2;9165;9175;Sep 58;0.82;444.15;10. Jan;21;40753.00;0
924657291;9144;2;9165;9175;Sep 41;0.81;444.15;10. Jan;21;40754.00;0
924657292;9144;1;9165;9175;Sep 87;0.85;444.15;10. Jan;21;40755.00;0
924657293;9144;1;9165;9175;Sep 87;0.83;444.15;10. Jan;21;40756.00;0
924657294;9144;1;9165;9175;Sep 67;0.82;444.15;10. Jan;21;40757.00;0
924657295;9144;1;9165;9175;Sep 48;0.82;444.15;10. Jan;21;40758.00;0
924657296;9144;1;9165;9175;Sep 60;0.80;444.15;10. Jan;21;40759.00;0
924657297;9144;1;9165;9175;Sep 44;0.79;444.15;10. Jan;21;40760.00;0
924657297;9145;1;9165;9175;Sep 30;0.76;444.13;10. Jan;20;40761.00;0
924657298;9145;2;9166;9175;Aug 40;0.73;444.13;10. Jan;21;40762.00;0
924657299;9145;2;9166;9175;Aug 30;0.72;444.13;10. Jan;21;40763.00;0
924657300;9147;2;9166;9175;Sep 27;0.78;444.11;10. Jan;19;40764.00;0
924657301;9147;2;9166;9175;Aug 94;0.75;444.11;10. Jan;19;40765.00;0
924657302;9147;3;9167;9175;Aug 46;0.71;444.11;10. Jan;20;40766.00;0
924657302;9147;2;9167;9175;Aug 21;0.71;444.11;10. Jan;20;40767.00;0
924657303;9147;3;9167;9175;08. Jun;0.70;444.11;10. Jan;20;40768.00;0
924657304;9148;3;9167;9175;08. Apr;0.68;444.09;10. Jan;19;40769.00;0
924657304;9148;1;9167;9175;Aug 56;0.72;444.09;10. Jan;19;40770.00;0
924657305;9148;0;9167;9175;09. Aug;0.74;444.09;10. Jan;19;40771.00;0
924657306;9148;0;9167;9175;Sep 72;0.82;444.09;10. Jan;19;40772.00;0
924657307;9148;0;9167;9175;Okt 38;0.88;444.09;10. Jan;19;40773.00;0
924657307;9148;0;9167;9175;Okt 35;0.87;444.09;10. Jan;19;40774.00;0
924657308;9148;0;9167;9175;Sep 99;0.85;444.09;10. Jan;19;40775.00;0
924657309;9148;1;9168;9175;Sep 82;0.83;444.09;10.00;20;40776.00;0
924657311;9148;0;9168;9175;10.00;0.87;444.09;10.00;20;40777.00;0
924657311;9148;0;9168;9175;Okt 41;0.90;444.09;10.00;20;40778.00;0
924657312;9148;0;9168;9175;Okt 16;0.87;444.09;10.00;20;40779.00;0
924657313;9148;0;9168;9175;Okt 30;0.86;444.09;10.00;20;40780.00;0
924657313;9149;0;9168;9175;Okt 52;0.87;444.06;10.00;19;40781.00;0
924657314;9149;1;9169;9175;Okt 44;0.84;444.06;10.00;20;40782.00;0
924657315;9149;0;9169;9175;Okt 76;0.84;444.06;10.00;20;40783.00;0
924657316;9149;0;9169;9175;Okt 88;0.85;444.06;10.00;20;40784.00;0
924657317;9149;0;9169;9175;Okt 84;0.83;444.06;10.00;20;40785.00;0
924657317;9149;0;9169;9175;Nov 29;0.86;444.06;10.00;20;40786.00;0
924657318;9150;0;9169;9175;Nov 46;0.83;444.04;10.00;19;40787.00;0
924657319;9150;0;9169;9175;Nov 29;0.87;444.04;10.00;19;40788.00;0
924657320;9150;0;9169;9175;Okt 96;0.85;444.04;10.00;19;40789.00;0
924657320;9150;0;9169;9175;11. Okt;0.89;444.04;10.00;19;40790.00;0
924657321;9150;0;9169;9175;Nov 40;0.92;444.04;10.00;19;40791.00;0
924657322;9150;0;9169;9175;Nov 22;0.88;444.04;10.00;19;40792.00;0
924657323;9150;0;9169;9175;Nov 46;0.90;444.04;10.00;19;40793.00;0
924657323;9150;0;9169;9175;Nov 42;0.90;444.04;10.00;19;40794.00;0
924657324;9150;0;9169;9175;Okt 98;0.88;444.04;10.00;19;40795.00;0
924657325;9150;0;9169;9175;Okt 44;0.87;444.04;10.00;19;40796.00;0
924657326;9151;0;9169;9175;Okt 23;0.88;444.01;10.00;18;40797.00;0
924657327;9151;0;9169;9175;Sep 59;0.84;444.01;10.00;18;40798.00;0
924657327;9151;0;9169;9175;Aug 86;0.78;444.01;10.00;18;40799.00;0
924657328;9151;1;9170;9175;Aug 31;0.76;444.01;10.00;19;40800.00;0
924657329;9152;0;9170;9175;Aug 89;0.82;443.99;10.00;18;40801.00;0
924657330;9152;0;9170;9175;09. Jul;0.82;443.99;10.00;18;40802.00;0
924657331;9152;0;9170;9175;Aug 63;0.78;443.99;10.00;18;40803.00;0
924657331;9152;1;9170;9175;Aug 40;0.77;443.99;10.00;18;40804.00;0
924657332;9152;1;9170;9175;Aug 21;0.74;443.99;10.00;18;40805.00;0
924657333;9153;1;9170;9175;Aug 93;0.80;443.96;10.00;17;40806.00;0
924657333;9153;1;9170;9175;Sep 30;0.81;443.96;10.00;17;40807.00;0
924657334;9153;1;9170;9175;Aug 92;0.77;443.96;10.00;17;40808.00;0
924657335;9153;1;9170;9175;Aug 61;0.73;443.96;10.00;17;40809.00;0
924657335;9153;1;9170;9175;Aug 68;0.72;443.96;10.00;17;40810.00;0
924657336;9155;1;9170;9175;Sep 92;0.80;443.89;10.00;15;40811.00;0
924657337;9155;1;9170;9175;10. Jan;0.80;443.89;10.00;15;40812.00;0
924657337;9155;1;9170;9175;Sep 74;0.82;443.89;10.00;15;40813.00;0
924657338;9155;1;9170;9175;Sep 78;0.83;443.89;10.00;15;40814.00;0
924657339;9155;1;9170;9175;Okt 14;0.86;443.89;10.00;15;40815.00;0
924657339;9155;1;9170;9175;Okt 44;0.87;443.89;10.00;15;40816.00;0
924657340;9155;1;9170;9175;Okt 36;0.84;443.89;10.00;15;40817.00;0
924657340;9155;1;9170;9175;Okt 32;0.87;443.89;10.00;15;40818.00;0
924657341;9155;1;9170;9175;Okt 33;0.85;443.89;10.00;15;40819.00;0
924657342;9155;1;9170;9175;Okt 23;0.83;443.89;10.00;15;40820.00;0
924657343;9155;0;9170;9175;Okt 40;0.83;443.89;10.00;15;40821.00;0
924657343;9155;0;9170;9175;Okt 68;0.87;443.89;10.00;15;40822.00;0
924657344;9155;0;9170;9175;11. Jul;0.90;443.89;10.00;15;40823.00;0
924657345;9155;1;9171;9175;Okt 22;0.82;443.89;10.00;16;40824.00;0
924657345;9155;0;9171;9175;Okt 87;0.85;443.89;10.00;16;40825.00;0
924657346;9155;0;9171;9175;Okt 79;0.85;443.89;10.00;16;40826.00;0
924657347;9155;0;9171;9175;Okt 86;0.89;443.89;10.00;16;40827.00;0
924657347;9155;0;9171;9175;Okt 83;0.88;443.89;10.00;16;40828.00;0
924657348;9155;0;9171;9175;Okt 85;0.89;443.89;10.00;16;40829.00;0
924657349;9155;0;9171;9175;Okt 70;0.89;443.89;10.00;16;40830.00;0
924657349;9155;0;9171;9175;Okt 54;0.87;443.89;10.00;16;40831.00;0
924657350;9155;0;9171;9175;10. Dez;0.86;443.89;10.00;16;40832.00;0
924657351;9155;0;9171;9175;Okt 41;0.88;443.89;10.00;16;40833.00;0
924657351;9155;0;9171;9175;Okt 50;0.88;443.89;10.00;16;40834.00;0
924657352;9155;0;9171;9175;Okt 75;0.89;443.89;10.00;16;40835.00;0
924657353;9155;0;9171;9175;Okt 54;0.87;443.89;10.00;16;40836.00;0
924657353;9155;1;9172;9175;Sep 86;0.80;443.89;10.00;17;40837.00;0
924657354;9156;0;9172;9175;Okt 21;0.83;443.85;10.00;16;40838.00;0
924657355;9156;0;9172;9175;Okt 23;0.82;443.85;10.00;16;40839.00;0
924657356;9158;0;9172;9175;Nov 34;0.89;443.80;10.00;14;40840.00;0
924657356;9158;0;9172;9175;Nov 69;0.90;443.80;10.00;14;40841.00;0
924657357;9158;0;9172;9175;Nov 98;0.93;443.80;10.00;14;40842.00;0
924657358;9158;0;9172;9175;12. Jun;0.93;443.80;10.00;14;40843.00;0
924657359;9158;1;9173;9175;Nov 26;0.88;443.80;10.00;15;40844.00;0
924657359;9158;0;9173;9175;Okt 99;0.82;443.80;10.00;15;40845.00;0
924657360;9158;0;9173;9175;Nov 29;0.85;443.80;10.00;15;40846.00;0
924657360;9158;0;9173;9175;Nov 25;0.88;443.80;10.00;15;40847.00;0
924657361;9158;0;9173;9175;11. Dez;0.92;443.80;10.00;15;40848.00;0
924657362;9158;0;9173;9175;Okt 93;0.90;443.80;10.00;15;40849.00;0
924657362;9158;0;9173;9175;Okt 72;0.90;443.80;10.00;15;40850.00;0
924657363;9158;0;9173;9175;Okt 18;0.91;443.80;10.00;15;40851.00;0
924657364;9158;0;9173;9175;10. Dez;0.91;443.80;10.00;15;40852.00;0
924657364;9158;0;9173;9175;Okt 22;0.93;443.80;10.00;15;40853.00;0
924657365;9158;0;9173;9175;10. Jul;0.90;443.80;10.00;15;40854.00;0
924657365;9158;0;9173;9175;Okt 35;0.90;443.80;10.00;15;40855.00;0
924657366;9158;0;9173;9175;Okt 40;0.90;443.80;10.00;15;40856.00;0
924657367;9158;0;9173;9175;Okt 49;0.90;443.80;10.00;15;40857.00;0
924657367;9158;0;9173;9175;Okt 60;0.92;443.80;10.00;15;40858.00;0
924657368;9158;0;9173;9175;Okt 48;0.92;443.80;10.00;15;40859.00;0
924657368;9158;0;9173;9175;Sep 82;0.87;443.80;10.00;15;40860.00;0
924657369;9158;0;9173;9175;Sep 13;0.86;443.80;10.00;15;40861.00;0
924657370;9158;0;9173;9175;Sep 23;0.87;443.80;10.00;15;40862.00;0
924657370;9159;0;9173;9175;Sep 74;0.89;443.77;10.00;14;40863.00;0
924657371;9159;0;9173;9175;Sep 95;0.91;443.77;10.00;14;40864.00;0
924657372;9159;0;9173;9175;Sep 95;0.91;443.77;10.00;14;40865.00;0
924657372;9159;0;9173;9175;Sep 48;0.88;443.77;10.00;14;40866.00;0
924657373;9159;1;9174;9175;Aug 90;0.83;443.77;10.00;15;40867.00;0
924657374;9159;0;9174;9175;Aug 79;0.85;443.77;10.00;15;40868.00;0
924657374;9159;0;9174;9175;9.00;0.86;443.77;10.00;15;40869.00;0
924657375;9159;0;9174;9175;Sep 22;0.89;443.77;10.00;15;40870.00;0
924657376;9159;0;9174;9175;Sep 60;0.86;443.77;10.00;15;40871.00;0
924657376;9159;0;9174;9175;Sep 68;0.88;443.77;10.00;15;40872.00;0
924657377;9159;0;9174;9175;Sep 43;0.84;443.77;10.00;15;40873.00;0
924657377;9159;0;9174;9175;Sep 62;0.90;443.77;10.00;15;40874.00;0
924657378;9159;0;9174;9175;Sep 84;0.89;443.77;10.00;15;40875.00;0
924657379;9159;0;9174;9175;Sep 78;0.89;443.77;10.00;15;40876.00;0
924657379;9159;0;9174;9175;10. Nov;0.88;443.77;10.00;15;40877.00;0
924657380;9159;0;9174;9175;Sep 90;0.86;443.77;10.00;15;40878.00;0
924657381;9159;0;9174;9175;10. Okt;0.91;443.77;10.00;15;40879.00;0
924657381;9159;0;9174;9175;Okt 42;0.89;443.77;10.00;15;40880.00;0
924657382;9159;0;9174;9175;Okt 73;0.90;443.77;10.00;15;40881.00;0
924657383;9159;0;9174;9175;Okt 83;0.92;443.77;10.00;15;40882.00;0
924657383;9159;0;9174;9175;11. Jul;0.94;443.77;10.00;15;40883.00;0
924657384;9159;0;9174;9175;Okt 79;0.92;443.77;10.00;15;40884.00;0
924657385;9159;0;9174;9175;Okt 18;0.88;443.77;10.00;15;40885.00;0
924657385;9159;0;9174;9175;Sep 62;0.83;443.77;10.00;15;40886.00;0
924657386;9159;0;9174;9175;Aug 90;0.79;443.77;10.00;15;40887.00;0
924657387;9160;1;9174;9175;Sep 16;0.81;443.73;10.00;14;40888.00;0
924657387;9160;2;9175;9197;Aug 72;0.76;443.73;10.00;15;40889.00;0
924657389;9160;1;9175;9197;09. Apr;0.80;443.73;10.00;15;40890.00;0
924657390;9160;2;9176;9197;Aug 87;0.79;443.73;10.00;16;40891.00;0
924657391;9160;1;9176;9197;Aug 79;0.78;443.73;10.00;16;40892.00;0
924657391;9160;1;9176;9197;Aug 84;0.76;443.73;10.00;16;40893.00;0
924657392;9160;1;9176;9197;Aug 83;0.76;443.73;10.00;16;40894.00;0
924657393;9160;1;9176;9197;Aug 37;0.75;443.73;10.00;16;40895.00;0
924657393;9161;1;9176;9197;Aug 61;0.79;443.69;10.00;15;40896.00;0
924657394;9161;1;9176;9197;Aug 47;0.80;443.69;10.00;15;40897.00;0
924657395;9161;1;9176;9197;Aug 51;0.85;443.69;10.00;15;40898.00;0
924657395;9161;1;9176;9197;Aug 30;0.83;443.69;10.00;15;40899.00;0
924657396;9161;1;9176;9197;Jul 81;0.78;443.69;10.00;15;40900.00;0
924657396;9161;1;9176;9197;Jul 38;0.78;443.69;10.00;15;40901.00;0
924657397;9161;1;9176;9197;Jul 83;0.84;443.69;10.00;15;40902.00;0
924657398;9161;2;9177;9197;Jul 18;0.76;443.69;10.00;16;40903.00;0
924657399;9161;1;9177;9197;07. Mrz;0.75;443.69;10.00;16;40904.00;0
924657399;9161;2;9178;9197;Jun 76;0.75;443.69;Sep 99;17;40905.00;0
924657400;9161;1;9178;9197;Jun 72;0.73;443.69;Sep 99;17;40906.00;0
924657401;9161;1;9178;9197;Jul 25;0.77;443.69;Sep 99;17;40907.00;0
924657401;9161;1;9178;9197;Jul 56;0.79;443.69;Sep 99;17;40908.00;0
924657402;9161;1;9178;9197;Jul 93;0.81;443.69;Sep 99;17;40909.00;0
924657403;9161;1;9178;9197;Aug 18;0.84;443.69;Sep 99;17;40910.00;0
924657403;9161;0;9178;9197;Aug 54;0.87;443.69;Sep 99;17;40911.00;0
924657404;9161;0;9178;9197;Aug 79;0.89;443.69;Sep 99;17;40912.00;0
924657405;9161;0;9178;9197;Aug 89;0.89;443.69;Sep 99;17;40913.00;0
924657405;9161;0;9178;9197;Aug 91;0.86;443.69;Sep 99;17;40914.00;0
924657406;9161;0;9178;9197;Aug 78;0.83;443.69;Sep 99;17;40915.00;0
924657407;9161;0;9178;9197;Aug 83;0.84;443.69;Sep 99;17;40916.00;0
924657407;9161;0;9178;9197;Aug 71;0.81;443.69;Sep 99;17;40917.00;0
924657408;9161;0;9178;9197;Aug 61;0.81;443.69;Sep 99;17;40918.00;0
924657409;9161;1;9179;9197;Aug 19;0.71;443.69;Sep 99;18;40919.00;0
924657409;9162;0;9179;9197;Aug 88;0.77;443.65;Sep 99;17;40920.00;0
924657410;9162;0;9179;9197;09. Jun;0.77;443.65;Sep 99;17;40921.00;0
924657411;9163;0;9179;9197;Sep 31;0.78;443.65;Sep 99;16;40922.00;0
924657412;9163;0;9179;9197;Sep 95;0.83;443.65;Sep 99;16;40923.00;0
924657412;9163;0;9179;9197;Okt 52;0.89;443.65;Sep 99;16;40924.00;0
924657413;9163;0;9179;9197;Okt 37;0.91;443.65;Sep 99;16;40925.00;0
924657414;9163;0;9179;9197;Okt 45;0.91;443.65;Sep 99;16;40926.00;0
924657414;9163;1;9180;9197;Sep 62;0.84;443.65;Sep 99;17;40927.00;0
924657415;9163;1;9181;9197;09. Jul;0.81;443.65;Sep 99;18;40928.00;0
924657416;9163;0;9181;9197;Sep 29;0.82;443.65;Sep 99;18;40929.00;0
924657417;9163;0;9181;9197;Sep 24;0.82;443.65;Sep 99;18;40930.00;0
924657418;9164;0;9181;9197;Sep 33;0.85;443.64;Sep 99;17;40931.00;0
924657418;9164;0;9181;9197;Sep 15;0.83;443.64;Sep 99;17;40932.00;0
924657419;9164;0;9181;9197;Sep 17;0.84;443.64;Sep 99;17;40933.00;0
924657420;9164;0;9181;9197;09. Apr;0.81;443.64;Sep 99;17;40934.00;0
924657420;9164;1;9181;9197;Sep 57;0.82;443.64;Sep 99;17;40935.00;0
924657421;9164;1;9181;9197;Sep 42;0.79;443.64;Sep 99;17;40936.00;0
924657422;9164;1;9181;9197;Sep 81;0.84;443.64;Sep 99;17;40937.00;0
924657422;9164;1;9181;9197;Sep 97;0.84;443.64;Sep 99;17;40938.00;0
924657423;9165;1;9181;9197;Okt 31;0.86;443.60;Sep 99;16;40939.00;0
924657424;9165;2;9182;9197;Sep 92;0.83;443.60;Sep 99;17;40940.00;0
924657425;9165;2;9183;9197;Sep 50;0.79;443.60;Sep 99;18;40941.00;0
924657425;9165;1;9183;9197;Sep 57;0.79;443.60;Sep 99;18;40942.00;0
924657426;9165;1;9183;9197;Sep 98;0.83;443.60;Sep 99;18;40943.00;0
924657427;9165;1;9183;9197;10. Nov;0.84;443.60;Sep 99;18;40944.00;0
924657427;9165;0;9183;9197;Okt 38;0.87;443.60;Sep 99;18;40945.00;0
924657428;9165;0;9183;9197;Okt 50;0.87;443.60;Sep 99;18;40946.00;0
924657429;9165;0;9183;9197;Okt 42;0.87;443.60;Sep 99;18;40947.00;0
924657429;9165;0;9183;9197;Okt 23;0.87;443.60;Sep 99;18;40948.00;0
924657430;9165;0;9183;9197;Okt 15;0.87;443.60;Sep 99;18;40949.00;0
924657431;9165;0;9183;9197;Okt 48;0.90;443.60;Sep 99;18;40950.00;0
924657432;9165;0;9183;9197;Okt 53;0.91;443.60;Sep 99;18;40951.00;0
924657432;9165;0;9183;9197;Okt 56;0.93;443.60;Sep 99;18;40952.00;0
924657433;9165;0;9183;9197;10. Mai;0.89;443.60;Sep 99;18;40953.00;0
924657434;9165;0;9183;9197;10. Nov;0.92;443.60;Sep 99;18;40954.00;0
924657434;9165;0;9183;9197;Sep 35;0.89;443.60;Sep 99;18;40955.00;0
924657435;9165;0;9183;9197;09. Mai;0.85;443.60;Sep 99;18;40956.00;0
924657436;9165;0;9183;9197;Sep 18;0.83;443.60;Sep 99;18;40957.00;0
924657436;9165;0;9183;9197;Sep 39;0.86;443.60;Sep 99;18;40958.00;0
924657437;9165;0;9183;9197;Sep 30;0.86;443.60;Sep 99;18;40959.00;0
924657438;9165;0;9183;9197;Sep 31;0.87;443.60;Sep 99;18;40960.00;0
924657438;9165;0;9183;9197;Sep 15;0.88;443.60;Sep 99;18;40961.00;0
924657439;9165;0;9183;9197;Sep 13;0.89;443.60;Sep 99;18;40962.00;0
924657440;9165;0;9183;9197;Aug 78;0.86;443.60;Sep 99;18;40963.00;0
924657440;9165;1;9183;9197;Aug 33;0.83;443.60;Sep 99;18;40964.00;0
924657441;9165;1;9183;9197;Aug 40;0.83;443.60;Sep 99;18;40965.00;0
924657442;9165;1;9183;9197;Aug 74;0.87;443.60;Sep 99;18;40966.00;0
924657442;9165;1;9183;9197;Aug 77;0.86;443.60;Sep 99;18;40967.00;0
924657443;9165;1;9183;9197;Aug 65;0.84;443.60;Sep 99;18;40968.00;0
924657444;9165;1;9183;9197;Aug 63;0.83;443.60;Sep 99;18;40969.00;0
924657445;9165;1;9183;9197;Aug 65;0.84;443.60;Sep 99;18;40970.00;0
924657446;9165;1;9183;9197;Aug 85;0.83;443.60;Sep 99;18;40971.00;0
924657446;9165;1;9183;9197;Aug 71;0.83;443.60;Sep 99;18;40972.00;0
924657447;9165;2;9184;9197;Aug 34;0.79;443.60;Sep 99;19;40973.00;0
924657448;9165;1;9184;9197;Aug 84;0.83;443.60;Sep 99;19;40974.00;0
924657449;9165;1;9184;9197;Aug 74;0.87;443.60;Sep 99;19;40975.00;0
924657450;9165;1;9184;9197;Aug 82;0.85;443.60;Sep 99;19;40976.00;0
924657450;9165;1;9184;9197;Aug 76;0.87;443.60;Sep 99;19;40977.00;0
924657451;9165;1;9184;9197;Aug 87;0.89;443.60;Sep 99;19;40978.00;0
924657452;9165;1;9184;9197;Aug 56;0.86;443.60;Sep 99;19;40979.00;0
924657452;9165;1;9184;9197;Aug 29;0.84;443.60;Sep 99;19;40980.00;0
924657453;9166;1;9184;9197;08. Feb;0.84;443.58;Sep 99;18;40981.00;0
924657454;9166;1;9184;9197;08. Nov;0.86;443.58;Sep 99;18;40982.00;0
924657455;9166;1;9184;9197;Jul 87;0.81;443.58;Sep 99;18;40983.00;0
924657455;9166;1;9184;9197;Jul 77;0.79;443.58;Sep 99;18;40984.00;0
924657456;9166;2;9184;9197;Jul 92;0.83;443.58;Sep 99;18;40985.00;0
924657456;9166;2;9184;9197;Jul 66;0.80;443.58;Sep 99;18;40986.00;0
924657457;9166;2;9184;9197;Jul 82;0.81;443.58;Sep 99;18;40987.00;0
924657458;9166;2;9184;9197;Jul 92;0.78;443.58;Sep 99;18;40988.00;0
924657459;9166;2;9184;9197;Jul 80;0.75;443.58;Sep 99;18;40989.00;0
924657459;9167;2;9184;9197;Jul 82;0.74;443.57;Sep 99;17;40990.00;0
924657460;9167;2;9184;9197;Jul 69;0.71;443.57;Sep 99;17;40991.00;0
924657461;9167;2;9184;9197;Jul 60;0.72;443.57;Sep 99;17;40992.00;0
924657462;9167;3;9184;9197;Jul 57;0.70;443.57;Sep 99;17;40993.00;0
924657462;9167;3;9184;9197;Jul 60;0.71;443.57;Sep 99;17;40994.00;0
924657463;9167;2;9184;9197;Jul 43;0.69;443.57;Sep 99;17;40995.00;0
924657464;9167;2;9184;9197;Jul 81;0.72;443.57;Sep 99;17;40996.00;0
924657465;9167;2;9184;9197;Jul 92;0.72;443.57;Sep 99;17;40997.00;0
924657465;9167;2;9184;9197;Jul 69;0.71;443.57;Sep 99;17;40998.00;0
924657466;9167;2;9184;9197;Jul 32;0.67;443.57;Sep 99;17;40999.00;0
924657467;9168;1;9184;9197;Jul 61;0.71;443.55;Sep 99;16;41000.00;0
924657468;9168;2;9185;9197;Jul 35;0.66;443.55;Sep 99;17;41001.00;0
924657468;9168;2;9185;9197;Jul 62;0.72;443.55;Sep 99;17;41002.00;0
924657469;9168;2;9185;9197;Jul 72;0.71;443.55;Sep 99;17;41003.00;0
924657470;9168;2;9185;9197;Jul 47;0.73;443.55;Sep 99;17;41004.00;0
924657470;9168;2;9185;9197;Jul 25;0.65;443.55;Sep 99;17;41005.00;0
924657471;9168;3;9186;9197;Jul 45;0.67;443.55;Sep 99;18;41006.00;0
924657472;9168;2;9186;9197;Jul 51;0.67;443.55;Sep 99;18;41007.00;0
924657473;9168;3;9186;9197;Jul 72;0.68;443.55;Sep 99;18;41008.00;0
924657473;9168;3;9186;9197;8.00;0.67;443.55;Sep 99;18;41009.00;0
924657474;9168;4;9186;9197;Jul 69;0.62;443.55;Sep 99;18;41010.00;0
924657475;9168;4;9186;9197;Aug 15;0.67;443.55;Sep 99;18;41011.00;0
924657476;9168;4;9186;9197;Aug 24;0.66;443.55;Sep 99;18;41012.00;0
924657476;9168;4;9186;9197;Aug 25;0.66;443.55;Sep 99;18;41013.00;0
924657477;9168;4;9186;9197;Aug 35;0.67;443.55;Sep 99;18;41014.00;0
